"interval_start_utc","interval_end_utc","market","location","location_type","lmp","energy","congestion","loss"
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","THORNHIL_1_N001","Node",102.40518,107.0512,0,-4.64602
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","TORTILLA_1_N007","Node",107.55434,107.0512,0,0.50314
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","TRABUCO_1_N001","Node",107.39376,107.0512,0,0.34256
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","TRACY_1_N001","Node",104.25716,107.0512,0,-2.79404
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","TRINIDAD_6_N001","Node",146.61732,107.0512,0,39.56612
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","UALTAP_1_B1","Node",109.65254,107.0512,0,2.60134
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","URBAN_6_N001","Node",105.56319,107.0512,0,-1.48801
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","VACAVIL_1_N101","Node",102.6514,107.0512,0,-4.3998
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","VALLEYSC_1_N001","Node",104.09659,107.0512,0,-2.95461
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","VALLEYSC_5_B1","Node",103.62556,107.0512,0,-3.42564
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","VICTOR_2_B1","Node",103.60415,107.0512,0,-3.44705
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","VINCENT_5_B1","Node",101.83781,107.0512,0,-5.21339
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","VSTA_1_B1","Node",105.62742,107.0512,0,-1.42378
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","VSTA_2_B1","Node",105.54178,107.0512,0,-1.50942
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","VSTA_6_N008","Node",105.94857,107.0512,0,-1.10263
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","WAHTOKE_1_N001","Node",123.26545,107.0512,14.48002,1.73423
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","WALNUT_6_N001","Node",107.36165,107.0512,0,0.31045
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","WARNERVL_2_B1","Node",107.06191,107.0512,0,0.01071
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","WASCO_6_N001","Node",100.94928,107.0512,0,-6.10192
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","WESTWING_5_N501","Node",89.55634,107.0512,-0.0012,-1.88366
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","WHEATLND_6_N001","Node",102.34095,107.0512,0,-4.71025
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","WHISMAN_1_N001","Node",108.88178,107.0512,0,1.83058
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","WILLITS_6_N001","Node",116.94273,107.0512,0,9.89153
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","WILLOWS_6_N001","Node",99.60044,107.0512,0,-7.45076
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","WOODLD_1_N001","Node",107.8862,107.0512,0,0.835
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","WSCRMNO_1_N004","Node",107.78985,107.0512,0,0.73865
